iter	Passed	Remaining
637	8997	5104
638	9006	5088
639	9014	5070
640	9023	5053
641	9033	5037
642	9043	5021
643	9053	5004
644	9063	4988
645	9073	4972
646	9085	4956
647	9096	4941
648	9105	4924
649	9114	4907
650	9124	4891
651	9134	4875
652	9144	4859
653	9153	4842
654	9164	4827
655	9174	4811
656	9183	4794
657	9193	4778
658	9203	4762
659	9213	4746
660	9222	4729
661	9234	4715
662	9246	4699
663	9256	4684
664	9267	4668
665	9278	4653
666	9288	4637
667	9300	4622
668	9310	4606
669	9322	4591
670	9334	4576
671	9347	4562
672	9357	4546
673	9368	4531
674	9381	4517
675	9393	4502
676	9404	4486
677	9417	4472
678	9428	4457
679	9441	4442
680	9453	4428
681	9464	4412
682	9475	4397
683	9486	4382
684	9496	4367
685	9509	4352
686	9519	4336
687	9530	4321
688	9542	4307
689	9554	4292
690	9566	4277
691	9578	4263
692	9591	4248
693	9603	4234
694	9617	4220
695	9628	4205
696	9639	4190
697	9650	4175
698	9662	4160
699	9673	4145
700	9684	4130
701	9694	4115
702	9706	4100
703	9716	4085
704	9726	4070
705	9738	4055
706	9750	4040
707	9761	4025
708	9772	4010
709	9782	3995
710	9794	3981
711	9804	3965
712	9816	3951
713	9826	3936
714	9837	3921
715	9848	3906
716	9860	3891
717	9869	3876
718	9879	3860
719	9890	3846
720	9900	3830
721	9909	3815
722	9922	3801
723	9933	3786
724	9942	3771
725	9952	3756
726	9962	3741
727	9972	3725
728	9982	3711
729	9992	3696
730	10001	3680
731	10011	3665
732	10021	3650
733	10030	3635
734	10039	3619
735	10049	3604
736	10057	3589
737	10066	3573
738	10077	3559
739	10087	3544
740	10101	3530
741	10111	3515
742	10121	3501
743	10130	3485
744	10140	3470
745	10175	3464
746	10194	3452
747	10213	3440
748	10236	3430
749	10253	3417
750	10278	3407
751	10304	3398
752	10315	3383
753	10325	3368
754	10355	3360
755	10371	3347
756	10381	3332
757	10392	3318
758	10404	3303
759	10411	3287
760	10420	3272
761	10430	3257
762	10440	3242
763	10450	3228
764	10461	3213
765	10470	3198
766	10480	3183
767	10489	3168
768	10500	3154
769	10511	3139
770	10519	3124
771	10530	3109
772	10539	3095
773	10553	3081
774	10563	3066
775	10573	3052
776	10583	3037
777	10595	3023
778	10606	3009
779	10615	2994
780	10625	2979
781	10634	2964
782	10644	2950
783	10653	2935
784	10661	2920
785	10670	2905
786	10680	2890
787	10690	2876
788	10700	2861
789	10708	2846
790	10719	2832
791	10727	2817
792	10737	2802
793	10746	2788
794	10756	2773
795	10765	2759
796	10775	2744
797	10784	2729
798	10793	2715
799	10800	2700
800	10809	2685
801	10817	2670
802	10828	2656
803	10837	2641
804	10846	2627
805	10854	2612
806	10864	2598
807	10872	2583
808	10882	2569
809	10891	2554
810	10901	2540
811	10911	2526
812	10920	2511
813	10931	2497
814	10940	2483
815	10950	2469
816	10959	2454
817	10968	2440
818	10978	2426
819	10987	2411
820	10996	2397
821	11005	2383
822	11015	2368
823	11023	2354
824	11033	2340
825	11043	2326
826	11052	2312
827	11061	2297
828	11070	2283
829	11080	2269
830	11090	2255
831	11100	2241
832	11110	2227
833	11119	2213
834	11129	2199
835	11139	2185
836	11151	2171
837	11160	2157
838	11169	2143
839	11180	2129
840	11190	2115
841	11198	2101
842	11208	2087
843	11218	2073
844	11226	2059
845	11235	2045
846	11244	2031
847	11254	2017
848	11263	2003
849	11272	1989
850	11281	1975
851	11290	1961
852	11299	1947
853	11309	1933
854	11319	1919
855	11327	1905
856	11336	1891
857	11348	1878
858	11359	1864
859	11369	1850
860	11378	1836
861	11389	1823
862	11398	1809
863	11407	1795
864	11418	1782
865	11427	1768
866	11435	1754
867	11445	1740
868	11453	1726
869	11464	1713
870	11472	1699
871	11481	1685
872	11491	1671
873	11501	1658
874	11511	1644
875	11521	1630
876	11533	1617
877	11544	1604
878	11554	1590
879	11563	1576
880	11573	1563
881	11582	1549
882	11591	1535
883	11600	1522
884	11613	1509
885	11622	1495
886	11632	1481
887	11641	1468
888	11650	1454
889	11659	1441
890	11667	1427
891	11677	1413
892	11686	1400
893	11695	1386
894	11704	1373
895	11713	1359
896	11720	1345
897	11729	1332
898	11737	1318
899	11746	1305
900	11755	1291
901	11763	1278
902	11772	1264
903	11781	1251
904	11791	1237
905	11800	1224
906	11808	1210
907	11818	1197
908	11828	1184
909	11837	1170
910	11845	1157
911	11852	1143
912	11861	1130
913	11869	1116
914	11876	1103
915	11883	1089
916	11891	1076
917	11899	1062
918	11906	1049
919	11914	1036
920	11921	1022
921	11929	1009
922	11936	995
923	11947	982
924	11953	969
925	11961	955
926	11969	942
927	11980	929
928	11988	916
929	11995	902
930	12003	889
931	12012	876
932	12021	863
933	12030	850
934	12037	836
935	12045	823
936	12054	810
937	12066	797
938	12075	784
939	12082	771
940	12092	758
941	12101	745
942	12110	732
943	12118	718
944	12127	705
945	12137	692
946	12145	679
947	12153	666
948	12160	653
949	12169	640
950	12178	627
951	12186	614
952	12194	601
953	12202	588
954	12211	575
955	12217	562
956	12225	549
957	12233	536
958	12239	523
959	12246	510
960	12254	497
961	12262	484
962	12270	471
963	12277	458
964	12286	445
965	12293	432
966	12300	419
967	12307	406
968	12315	393
969	12322	381
970	12329	368
971	12336	355
972	12343	342
973	12351	329
974	12360	316
975	12367	304
976	12374	291
977	12382	278
978	12389	265
979	12397	253
980	12404	240
981	12412	227
982	12420	214
983	12428	202
984	12435	189
985	12442	176
986	12448	163
987	12456	151
988	12463	138
989	12471	125
990	12478	113
991	12486	100
992	12495	88
993	12501	75
994	12509	62
995	12517	50
996	12525	37
997	12533	25
998	12541	12
999	12549	0
